timestamp,avg_ear,avg_mar,avg_tilt,avg_redness,perclos,blink_count,blink_rate_per_min,yawn_count,yawn_rate_per_min,nod_count,nod_rate_per_min,fatigue_score,state
2026-03-22 18:31:21,0.191,0.0234,-3.13,0.0,69.58,6,44.9,0,0.0,0,0.0,0.0,52.43,Mild Fatigue
2026-03-22 18:31:29,0.2491,0.1146,-3.46,0.0,32.92,10,74.94,0,0.0,0,0.0,0.0,33.88,Alert
2026-03-22 18:31:37,0.2657,0.4067,-2.46,0.0,23.24,8,59.82,1,7.48,0,0.0,0.0,38.84,Mild Fatigue
2026-03-22 21:16:24,0.2927,0.0999,-10.74,0.0012,11.82,3,22.49,0,0.0,5,37.48,0.0,20.66,Alert
2026-03-22 21:27:55,0.2985,0.1317,-0.28,0.0107,6.5,3,22.41,0,0.0,0,0.0,0.0,8.41,Alert
2026-03-22 21:28:03,0.2808,0.0949,-0.1,0.0219,9.13,6,44.92,0,0.0,0,0.0,0.0,15.7,Alert
2026-03-22 21:28:11,0.2388,0.0716,-7.0,0.114,29.11,7,52.41,0,0.0,2,14.97,0.97,46.57,Mild Fatigue
2026-03-22 21:28:19,0.2159,0.2429,-10.82,0.026,41.88,6,45.0,1,7.5,3,22.5,0.0,66.63,Fatigued
2026-03-22 21:28:35,0.2034,0.2068,-5.68,0.0123,65.49,1,7.48,0,0.0,0,0.0,4.74,40.94,Mild Fatigue
2026-03-23 10:08:05,0.2978,0.1086,11.86,0.0025,19.89,3,22.45,0,0.0,0,0.0,0.0,17.2,Alert
2026-03-23 10:08:13,0.2322,0.2039,1.3,0.0005,55.44,12,89.94,0,0.0,2,14.99,0.0,54.55,Mild Fatigue
2026-03-23 10:08:21,0.2471,0.1238,2.74,0.0,44.58,9,67.43,0,0.0,2,14.99,0.16,49.16,Mild Fatigue
2026-03-23 10:08:29,0.2526,0.0318,-4.12,0.0,40.66,7,52.41,0,0.0,1,7.49,0.0,46.03,Mild Fatigue
2026-03-23 10:08:37,0.2256,0.0659,-5.95,0.0,55.0,1,7.48,0,0.0,0,0.0,0.2,37.87,Mild Fatigue
2026-03-23 10:08:45,0.3694,0.1711,5.7,0.0013,0.0,0,0.0,0,0.0,3,22.41,0.0,8.28,Alert
2026-03-23 10:08:53,0.3576,0.1267,8.34,0.0001,0.0,0,0.0,0,0.0,3,22.41,0.0,9.33,Alert
2026-03-23 10:09:01,0.4003,0.2038,2.66,0.0002,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,Alert
2026-03-23 10:09:09,0.2402,0.0392,-3.89,0.0,62.0,1,7.46,0,0.0,1,7.46,0.27,43.4,Mild Fatigue
2026-03-23 10:09:17,0.2123,0.1386,-6.77,0.0003,58.56,6,44.87,0,0.0,1,7.48,0.0,58.09,Mild Fatigue
2026-03-23 10:09:25,0.3215,0.3634,-1.25,0.0,13.33,2,14.99,0,0.0,0,0.0,0.0,4.86,Alert
2026-03-23 10:09:33,0.3182,0.2405,-1.75,0.0,11.25,5,37.32,0,0.0,1,7.46,0.0,19.0,Alert
2026-03-23 10:09:41,0.3036,0.1485,2.83,0.0,14.03,2,14.96,0,0.0,0,0.0,0.0,7.33,Alert
2026-03-23 10:09:49,0.3175,0.0573,6.12,0.0005,17.54,2,14.98,0,0.0,0,0.0,0.0,7.91,Alert
2026-03-23 10:09:57,0.2977,0.1691,23.19,0.0012,12.86,5,37.37,0,0.0,1,7.47,0.0,30.18,Alert
2026-03-23 10:10:05,0.3677,0.0864,36.02,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,8.0,Alert
2026-04-03 17:26:28,0.3081,0.0416,0.39,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,1.7,Alert
2026-04-03 18:54:19,0.2653,0.0187,2.47,0.0,22.33,3,22.47,0,0.0,0,0.0,0.0,20.57,Alert
2026-04-09 07:06:14,0.2796,0.0877,3.5,0.0001,11.17,6,44.88,0,0.0,1,7.48,0.08,24.47,Alert
2026-04-09 07:06:22,0.284,0.1228,-1.05,0.0322,18.4,7,52.43,0,0.0,2,14.98,0.0,28.79,Alert
2026-04-09 07:06:30,0.2006,0.212,-1.16,0.0311,56.62,8,59.8,0,0.0,2,14.95,1.05,59.62,Mild Fatigue
2026-04-09 07:06:38,0.1921,0.2358,-0.86,0.0022,76.76,7,52.34,0,0.0,0,0.0,1.29,52.27,Mild Fatigue
2026-04-09 07:06:46,0.2166,0.2337,0.82,0.0,61.25,6,44.99,0,0.0,0,0.0,0.0,48.77,Mild Fatigue
2026-04-09 07:06:54,0.2392,0.3062,-0.1,0.0,48.33,10,74.96,0,0.0,0,0.0,0.0,44.54,Mild Fatigue
2026-04-09 07:07:02,0.2062,0.2363,-0.33,0.0023,68.05,11,82.39,0,0.0,0,0.0,0.03,50.26,Mild Fatigue
2026-04-09 07:07:21,0.2279,0.2582,1.22,0.0081,53.33,11,82.24,0,0.0,0,0.0,0.0,47.15,Mild Fatigue
2026-04-09 07:07:29,0.124,0.2576,-1.42,0.0,92.12,2,14.96,0,0.0,0,0.0,2.42,46.58,Mild Fatigue
2026-04-09 07:14:01,0.2491,0.1239,2.63,0.0248,25.35,10,74.91,0,0.0,0,0.0,0.0,29.57,Alert
2026-04-09 07:14:09,0.2556,0.0224,1.65,0.0418,29.88,10,74.57,0,0.0,0,0.0,0.66,32.22,Alert
2026-04-09 07:14:17,0.2141,0.2416,-1.05,0.0309,62.5,10,74.99,1,7.5,0,0.0,0.04,61.67,Mild Fatigue
2026-04-09 16:40:04,0.2805,0.061,-7.47,0.0,26.92,2,14.95,0,0.0,1,7.47,0.03,27.36,Alert
2026-04-09 16:40:13,0.2688,0.0816,-4.24,0.0352,6.25,0,0.0,0,0.0,1,7.47,0.0,16.07,Alert
2026-04-09 16:45:25,0.2571,0.0305,15.46,0.0,33.01,8,59.85,0,0.0,2,14.96,0.0,44.97,Mild Fatigue
2026-04-09 16:45:33,0.2644,0.0516,6.57,0.0,1.89,0,0.0,0,0.0,0,0.0,0.0,8.56,Alert
2026-04-09 16:46:13,0.2038,0.0852,16.33,0.0,100.0,0,0.0,0,0.0,0,0.0,0.03,45.14,Mild Fatigue
2026-04-09 16:46:21,0.2856,0.0815,2.51,0.0151,11.72,3,22.49,0,0.0,2,15.0,0.0,19.31,Alert
2026-04-09 16:46:29,0.232,0.2649,0.53,0.0264,28.32,7,52.29,0,0.0,0,0.0,0.0,33.89,Alert
2026-04-09 16:46:37,0.1685,0.0939,0.48,0.1302,68.05,3,22.36,0,0.0,0,0.0,3.88,54.83,Mild Fatigue
2026-04-09 16:47:41,0.3621,0.0335,28.7,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,8.0,Alert
2026-04-09 16:47:49,0.2593,0.0938,3.83,0.0,34.75,9,67.48,0,0.0,7,52.48,0.0,41.53,Mild Fatigue
2026-04-09 16:47:57,0.249,0.0765,-5.22,0.0098,36.28,2,14.94,0,0.0,1,7.47,0.12,36.57,Mild Fatigue
